id,product_name,csf_id,csf,company_id,primary_category_id,sub_category_id,brand_name
1553,Truly Lasting Color Makeup- Naked,,,23,44,50,Almay
1554,Truly Lasting Color Makeup- Neutral,,,23,44,50,Almay
1555,Truly Lasting Color Makeup- Beige,,,23,44,50,Almay
1556,Truly Lasting Color Makeup- Sand,,,23,44,50,Almay
1557,Truly Lasting Color Makeup- Warm,,,23,44,50,Almay
1558,Truly Lasting Color Makeup- Honey,,,23,44,50,Almay
1559,Truly Lasting Color Makeup- Tan,,,23,44,50,Almay
1560,Dazzle Me,,,11,59,65,OPI Nail Lacquer
1561,Up Front & Personal,,,11,59,65,OPI Nail Lacquer
1562,Pink Before You Leap,,,11,59,65,OPI Nail Lacquer
1563,Charged Up Cherry,,,11,59,65,OPI Nail Lacquer
1564,That's Berry Daring,,,11,59,65,OPI Nail Lacquer
1565,Bright Lights - Big Color,,,11,59,65,OPI Nail Lacquer
1566,Sally Girl Eye Shadow Connecting Compacts - All Shades,1945.0,Snow,1093,44,48,Sally Girl
1567,Atomic Orange,,,11,59,65,OPI Nail Lacquer
1569,"Its Birds, Its Plane, Its OPI",,,11,59,65,OPI Nail Lacquer
1570,Totally Tangerine,,,11,59,65,OPI Nail Lacquer
1571,Go on Green,,,11,59,65,OPI Nail Lacquer
1572,Fingerpaints Nail Color - All Shades,13952.0,All colors,1093,59,65,Fingerpaints
1573,Gargantuan Green Grape,,,11,59,65,OPI Nail Lacquer
1574,Megawatt?!,,,11,59,65,OPI Nail Lacquer
1575,Need Sunglasses?,,,11,59,65,OPI Nail Lacquer
1576,Goldilock Rock!,,,11,59,65,OPI Nail Lacquer
1577,That's All Bright with Me,,,11,59,65,OPI Nail Lacquer
1578,Call on My Cell-ery,,,11,59,65,OPI Nail Lacquer
1579,Can You Sea?,,,11,59,65,OPI Nail Lacquer
1580,And This Little Piggy...,,,11,59,65,OPI Nail Lacquer
1581,Goin' Ape-ricot,,,11,59,65,OPI Nail Lacquer
1582,Hey! Get In Lime!,,,11,59,65,OPI Nail Lacquer
1583,Touchpad Liquid Blush- Natural,,,23,44,45,Almay
1584,Touchpad Liquid Blush- Peach,,,23,44,45,Almay
1585,Touchpad Liquid Blush- Pink,,,23,44,45,Almay
1586,Touchpad Liquid Blush- Raspberry,,,23,44,45,Almay
1587,Intense i-Color Lengthening Mascara- Blue Sapphire,,,23,44,162,Almay
1588,Intense i-Color Lengthening Mascara- Black Pearl,,,23,44,162,Almay
1589,Intense i-Color Lengthening Mascara- Emerald Green,,,23,44,162,Almay
1590,Intense i-Color Mascara- For Brown Eyes- Black Flash,,,23,44,162,Almay
1591,LIp Gloss,2420.0,Soft Peach -190,71,44,52,Kandesn
1592,Intense i-Color Mascara- For Blue Eyes- Black Steel,,,23,44,162,Almay
1593,Intense i-Color Mascara- For Hazel Eyes- Black Emerald,,,23,44,162,Almay
1594,Moisturizing Lip Colors,2423.0,Pink Wisp - 1101,71,44,53,Kandesn
1595,Plugged-in Plum,,,11,59,65,OPI Nail Lacquer
1596,Mod About You,,,11,59,65,OPI Nail Lacquer
1597,Don't Know...Beets Me!,,,11,59,65,OPI Nail Lacquer
1598,Nicole Alert!,,,11,59,65,OPI Nail Lacquer
1599,Here's to Us!,,,11,59,65,OPI Nail Lacquer
1600,OPI Ink.,,,11,59,65,OPI Nail Lacquer
1601,Give Me the Moon,,,11,59,65,OPI Nail Lacquer
1602,Golden Rules!,,,11,59,65,OPI Nail Lacquer
1603,Mod-ern Girl,,,11,59,65,OPI Nail Lacquer
1604,"The ""IT"" Color",,,11,59,65,OPI Nail Lacquer
1605,Brights Power,,,11,59,65,OPI Nail Lacquer
1606,That's Hot Pink,,,11,59,65,OPI Nail Lacquer
1607,Green-wich Village,,,11,59,65,OPI Nail Lacquer
1608,Dating a Royal,,,11,59,65,OPI Nail Lacquer
1609,Done Out in Deco,,,11,59,65,OPI Nail Lacquer
1610,Suzi and the Lifeguard,,,11,59,65,OPI Nail Lacquer
1611,Fingerpaints Base Coat,,,1093,59,61,Fingerpaints
1613,Fingerpaints Top Coat,,,1093,59,65,Fingerpaints
1614,Overexposed in South Beach,,,11,59,65,OPI Nail Lacquer
1615,Party in My Cabana,,,11,59,65,OPI Nail Lacquer
1616,Paint My Moji-toes Red,,,11,59,65,OPI Nail Lacquer
1617,OPI in Collins Ave.,,,11,59,65,OPI Nail Lacquer
1618,Feelin' Hot-Hot-Hot!,,,11,59,65,OPI Nail Lacquer
1619,Miami Beet,,,11,59,65,OPI Nail Lacquer
1620,Sand in My Suit,,,11,59,65,OPI Nail Lacquer
1621,Bronzed to Perfection,,,11,59,65,OPI Nail Lacquer
1622,Conga-line Coral,,,11,59,65,OPI Nail Lacquer
1623,Clubbing til Sunrise,,,11,59,65,OPI Nail Lacquer
1624,No Rooms for Blues,,,11,59,65,OPI Nail Lacquer
1625,On the Same Paige,,,11,59,65,OPI Nail Lacquer
1626,Over the Taupe,,,11,59,65,OPI Nail Lacquer
1627,Short Story,,,11,59,65,OPI Nail Lacquer
1628,A Grape Fit!,,,11,59,65,OPI Nail Lacquer
1629,In My Back Pocket,,,11,59,65,OPI Nail Lacquer
1630,Protective Foundation SPF 15,2441.0,Creamy Bisque - 401,71,44,50,Kandesn
1631,Yucatan If you Want,,,11,59,65,OPI Nail Lacquer
1632,Smok'n Havana,,,11,59,65,OPI Nail Lacquer
1633,Niagara Falls for OPI,,,11,59,65,OPI Nail Lacquer
1634,Mauving to Manitoba,,,11,59,65,OPI Nail Lacquer
1635,Don't Wine...Youkon Do It!,,,11,59,65,OPI Nail Lacquer
1636,Polar Bare,,,11,59,65,OPI Nail Lacquer
1637,Glacier Bay Blues,,,11,59,65,OPI Nail Lacquer
1638,Canadian Maple Leaf,,,11,59,65,OPI Nail Lacquer
1639,Antioxidant Body Lotion,,,141,90,102,Astara Skin Care
1640,Antioxidant Infusion,,,141,90,92,Astara Skin Care
1641,Blue Detox Body Mask,,,141,90,105,Astara Skin Care
1642,Radiance Renewal Moisturizer,,,141,90,102,Astara Skin Care
1643,Amatokin Emulsion For The Face,,,142,90,92,Voss Laboratories
1645,Get Out of Hair!,,,18,90,102,Bliss
1646,Glamour Gloves,,,18,90,102,Bliss
1647,Herban Jungle Soap,,,18,6,159,Bliss
1648,BROAD SPECTRUM SUNSCREEN natural SPF20,,,144,106,107,SISLEY - PARIS
1649,Amatokin Eye Cream,,,142,90,92,Voss Laboratories
1650,Chic-Flic,23619.0,Vanilla,97,44,52,Whiter Image
1651,High Intensity Hand Cream,,,18,90,102,Bliss
1653,Emergency Zit Stick,,,145,90,91,Bremenn Research Labs
1654,N5 SPARKLE FACE COLOR CT AR-BE,,,129,44,49,NOEVIR
1655,Homme Improvement Thermal Shaving Cream,,,18,82,86,Bliss
1656,Lemon and Sage Body Butter,,,18,90,102,Bliss
1657,Lemon and Sage Soap Slab,,,18,6,159,Bliss
1658,Lemon and Sage Soap Slab -- Mini,,,18,6,159,Bliss
1659,Lemon and Sage Supershine Shampoo,,,18,18,25,Bliss
1660,Concealer,2450.0,Light - 501,71,44,50,Kandesn
1661,Lemon and Sage Body Butter Lite,,,18,90,102,Bliss
1662,Lemon and Sage Soapy Suds,,,18,6,159,Bliss
1663,"Kaleidoscope Gel Paint, Red",,,59,59,60,Young Nails
1664,Hylexin Paraben-Free,,,145,90,102,Bremenn Research Labs
1665,Revitalizing Facial Mask,,,145,90,92,Bremenn Research Labs
1667,Bright Eyes Eye Base & Concealer- Light,,,23,44,50,Almay
1668,Bright Eyes Eye Base & Concealer- Light/Medium,,,23,44,50,Almay
1669,Bright Eyes Eye Base & Concealer- Medium,,,23,44,50,Almay
1670,Ideal Lipcolor- Coffee,,,23,44,53,Almay
1671,Ideal Lipgloss- Bronze Shimmer,,,23,44,52,Almay
1672,Ideal Lipgloss- Coffee Shimmer,,,23,44,52,Almay
1673,Ideal Lipgloss- Pink Shimmer,,,23,44,52,Almay
1674,Ideal Lipgloss- Clear Shimmer,,,23,44,52,Almay
1675,Ideal Lipgloss- Berry Shimmer,,,23,44,52,Almay
1676,Ideal Lipgloss- Plum Shimmer,,,23,44,52,Almay
1677,Ideal Lipgloss- Wine Shimmer,,,23,44,52,Almay
1678,Ideal Lipgloss- Red Shimmer,,,23,44,52,Almay
1679,Truly Lasting Color Lipcolor- Honey,,,23,44,53,Almay
1680,Truly Lasting Color Lipcolor- Brown Sugar,,,23,44,53,Almay
1681,Truly Lasting Color Lipcolor- Latte,,,23,44,53,Almay
1682,Truly Lasting Color Lipcolor- Blush,,,23,44,53,Almay
1683,Truly Lasting Color Lipcolor- Petal,,,23,44,53,Almay
1684,Truly Lasting Color Lipcolor- Raspberry,,,23,44,53,Almay
1685,Truly Lasting Color Lipcolor- Blossom,,,23,44,53,Almay
1686,Truly Lasting Color Lipcolor- Sugarplum,,,23,44,53,Almay
1687,Mammoth Minty Scrub Soap,,,18,6,159,Bliss
1688,Manicure's Best Friend,,,18,59,62,Bliss
1689,Naked Body Butter,,,18,90,102,Bliss
1690,YSL Cinema Velvety Body Lotion,,,67,90,102,YSL
1691,Naked Body Butter Lite,,,18,90,102,Bliss
1692,Pore-Perfecting Facial Polish,,,18,6,166,Bliss
1693,Problem Salved,,,18,90,102,Bliss
1694,Serious Seaweed Cellulite Soap,,,18,6,159,Bliss
1695,YSL Eyebrow Pencil,2454.0,Dark Brown,67,44,46,YSL
1696,Snow Wonder Body Butter,,,18,90,102,Bliss
1697,Snow Wonder High Intensity Hand Cream,,,18,90,102,Bliss
1698,Spiff Upper Lip,,,18,90,92,Bliss
1699,Steep Clean Pore Purifying Mask,,,18,90,95,Bliss
1700,Steep Clean Mattifying Moisturizer,,,18,90,102,Bliss
1701,Super Minty Soap 'n Scrub,,,18,6,159,Bliss
1702,The Youth As We Know It Concentrate,,,18,90,92,Bliss
1703,The Youth As We Know It Eye Cream,,,18,90,92,Bliss
1704,The Youth As We Know It Moisture Cream,,,18,90,92,Bliss
1705,Triple Oxygen Instant Energizing Mask,,,18,90,93,Bliss
1706,Vanilla and Bergamot Body Butter,,,18,90,102,Bliss
1707,Vanilla and Bergamot Soapy Suds,,,18,6,159,Bliss
1708,Wrinkle Twinkle,,,18,90,92,Bliss
1709,Alchemy Facial Tonique,,,18,90,92,Laboratoire Remede
1710,Alchemy Line Minimizing Masque,,,18,90,92,Laboratoire Remede
1711,Alchemy Moisture Emulsion,,,18,90,92,Laboratoire Remede
1712,Alchemy Cleansing Concentre,,,18,90,92,Laboratoire Remede
1713,Alchemy Premium Night Creme,,,18,90,92,Laboratoire Remede
1714,BioBright Anti-Age Hand Cream,,,18,90,92,Laboratoire Remede
1715,Eucerin Calming Body Wash Daily Shower Oil,,,149,6,159,Eucerin
1716,Hydra Contour Complex,,,18,90,102,Laboratoire Remede
1717,Energizing Cleansing Body Tonic,,,18,6,159,Laboratoire Remede
1718,Multi Function Concealer SPF 15 - Beige,,,125,44,50,Coverblend by Exuviance
1719,Hydra Therapy Cleansing Creme,,,18,90,93,Laboratoire Remede
1720,Hydra Therapy Eye Creme,,,18,90,92,Laboratoire Remede
1721,Multi Function Concealer SPF 15 � Sand,,,125,44,50,Coverblend by Exuviance
1722,Multi Function Concealer SPF 15 - Mahogany,,,125,44,50,Coverblend by Exuviance
1723,Hydra Therapy Lift Creme,,,18,90,92,Laboratoire Remede
1724,Intensive Double Serum,,,18,90,92,Laboratoire Remede
1725,Matte Therapy Cleansing Gelee,,,18,90,93,Laboratoire Remede
1726,Matte Therapy Moisture Lift Gel-Lotion,,,18,90,92,Laboratoire Remede
1727,Shampoo Actif,,,18,18,25,Laboratoire Remede
1728,Soft Focusing Lotion,,,18,44,50,Laboratoire Remede
1729,Renewal Cream,,,125,90,92,NeoStrata
1730,YSL Long Lasting Eye Pencil,2458.0,Intense Black,67,44,46,YSL
1731,Sweep Body,,,18,6,166,Laboratoire Remede
1732,YSL Eyebrow Enhancer Duo Colour-Chestnut Brown,,,67,44,46,YSL
1733,Sweep Face,,,18,6,166,Laboratoire Remede
1734,YSL Eye Shadow,2467.0,White Frost,67,44,48,YSL
1735,Wrinkle Therapy Eye Baume,,,18,90,92,Laboratoire Remede
1736,YSL Eyeliner Moire,2470.0,Steel Reflections,67,44,46,YSL
1737,Wrinkle Therapy Moisture Lift Baume,,,18,90,92,Laboratoire Remede
1738,Translucent UV Coat,2475.0,Shade 1,18,44,50,Laboratoire Remede
1739,YSL Easy Eyeliner For Eyes,2478.0,Easy Black,67,44,46,YSL
1740,YSL Water Resistant EyeShadow,2482.0,Pink Sands,67,44,48,YSL
1741,YSL Exagerrated Lashes Dramatic Styling,2051.0,Deep Violet,67,44,162,YSL
1742,YSL Luxurious Mascara for a False Lash Effect,2053.0,High Density Black,67,44,162,YSL
1743,YSL Volumizing Mascara for Infinite Curl,2060.0,Infinite Black,67,44,162,YSL
1744,YSL 5 Colour Harmony for Eyes,2065.0,Sahara,67,44,48,YSL
1745,YSL Eyeshadow Duo,2073.0,Heavenly Beige,67,44,48,YSL
1746,YSL 4 Colour Harmony for Eyes,2081.0,Sienna,67,44,48,YSL
1747,YSL Lip Liner,2087.0,Fuchsia,67,44,53,YSL
1748,YSL Pure Lipstick,2253.0,Fuchsia Pink,67,44,53,YSL
1749,YSL Pure Lip Gloss,2099.0,Pure Nude,67,44,52,YSL
1750,YSL Shiny Lip Plumper,2105.0,Glossy Pink,67,44,52,YSL
1751,YSL Sheer Sensual Gloss Stick,,,67,44,52,YSL
1752,YSL Shimmering Lip Gloss,2110.0,Simply Gold,67,44,52,YSL
1753,YSL Sheer Lipstick,2210.0,Tuxedo Pink,67,44,53,YSL
1754,YSL Silky-Sensual Radiant Lipstick,2213.0,Nude Beige,67,44,53,YSL
1755,YSL Sparkling Touch for Lips,2239.0,Gold Shimmer,67,44,52,YSL
1756,Chocolate Moose,,,11,59,65,OPI Nail Lacquer
1757,Van-Couvered in Snow,,,11,59,65,OPI Nail Lacquer
1758,You Ottaware Purple!,,,11,59,65,OPI Nail Lacquer
1759,Nail Polish,2579.0,Pink,118,59,65,Topps
1760,Lincoln Park After Midnight,,,11,59,65,OPI Nail Lacquer
1761,YSL Exfoliating Lip Balm,,,67,44,51,YSL
1762,YSL Lip Duo Satin/Shine,2287.0,Plum Harmony,67,44,53,YSL
1763,Eye Shadow,2582.0,Pink,118,44,48,Hello Kitty
1764,YSL French Manicure 2 Pencil Kit,2293.0,Pastel,67,59,65,YSL
1765,YSL Long Lasting Nail Lacquer,2295.0,Sublime Red,67,59,65,YSL
1766,Exfoliating Body Wash,,,118,6,159,Dead Sea
1767,YSL Nail Touch,2316.0,Crystal Touch,67,59,65,YSL
1768,YSL Multi-Action Concealer,2322.0,Ivory Beige,67,44,50,YSL
1769,Strawberry Field,,,11,59,65,OPI Nail Lacquer
1770,YSL Variation Blush,2326.0,Pink Bloom,67,44,45,YSL
1771,Can You Dig It?,,,11,59,65,OPI Nail Lacquer
1772,Tangerine Scene,,,11,59,65,OPI Nail Lacquer
1773,"Peace, Baby!",,,11,59,65,OPI Nail Lacquer
1774,Just Groovy,,,11,59,65,OPI Nail Lacquer
1775,YSL Colour Balance Primer,2335.0,Even Beige,67,44,50,YSL
1776,Make Love...,,,11,59,65,OPI Nail Lacquer
1777,Peach-a-Boo,,,11,59,65,OPI Nail Lacquer
1778,YSL Matt & Radiant Pressed Powder,2338.0,Natural Light,67,44,49,YSL
1779,Sit Under the Apple Tree,,,11,59,65,OPI Nail Lacquer
1780,Lemonade Stand by Your Man,,,11,59,65,OPI Nail Lacquer
1781,YSL Sun Powder,2344.0,Light Sun,67,44,49,YSL
1782,Give Me a Coral Sometime,,,11,59,65,OPI Nail Lacquer
1783,"Sea Ya Later, Sailor!",,,11,59,65,OPI Nail Lacquer
1784,Calendar Girl,,,11,59,65,OPI Nail Lacquer
1785,If the Fuchsia Fits,,,11,59,65,OPI Nail Lacquer
1786,YSL Luxurious Foundation-Ultimate Radiance,2348.0,Ivory,67,44,50,YSL
1787,Banana Bandanna,,,11,59,65,OPI Nail Lacquer
1788,YSL Radiance Smoothing Foundation,2358.0,Silky Cinnamon,67,44,50,YSL
1789,YSL Matt Touch Foundation Oil Free,2367.0,Ivory,67,44,50,YSL
1790,YSL Complexion Enhancer,2379.0,Radiant Mauve,67,44,50,YSL
1791,Sea? I Told You!,,,11,59,65,OPI Nail Lacquer
1792,YSL Longwear Transfer Resistant Foundation,2388.0,Ivory,67,44,50,YSL
1793,Body Wash,,,118,6,159,Aquafina
1794,I'm His Coral Friend,,,11,59,65,OPI Nail Lacquer
1795,Hungry for My Money,,,11,59,65,OPI Nail Lacquer
1796,YSL Longlasting Matt Finish,2398.0,Peach,67,44,50,YSL
1797,Shower Gel,,,118,6,159,Aquafina
1798,YSL Sheer Powdercreme Veil,2404.0,Peach,67,44,49,YSL
1799,YSL Powder Blush,2412.0,Rose,67,44,45,YSL
1800,Pigment Pallet,3141.0,Yellow 4,118,44,45,Urban Outfitters
1801,YSL Radiant Touch,3137.0,Luminous Radiance,67,44,50,YSL
1802,Mmm...Vould You Like a Lick-tenstein?,,,11,59,65,OPI Nail Lacquer
1803,Log on to Love,,,11,59,65,OPI Nail Lacquer
1804,Shimmer Powder,3147.0,Pink,118,44,49,Cutie Boutique
1805,Berry Berry Broadway,,,11,59,65,OPI Nail Lacquer
1806,Cancun Fiesta,,,11,59,65,OPI Nail Lacquer
1807,Shimmer Powder,3150.0,Pink,118,44,49,Hello Kitty
1808,D.C. Cherry Blossom,,,11,59,65,OPI Nail Lacquer
1809,YSL White Mode Foundation,3151.0,Fair Beige,67,44,50,YSL
1810,Florentine Fuchsia,,,11,59,65,OPI Nail Lacquer
1811,YSL Semi Loose Powder Natural Radiance,3157.0,Ivory,67,44,49,YSL
1812,Shampoo,22438.0,Fantastic Fruity,118,18,25,Popsicle
1813,YSL Perfect Touch,3166.0,Ivory,67,44,50,YSL
1814,French Bordeaux,,,11,59,65,OPI Nail Lacquer
1815,Shampoo,3164.0,Blue,118,18,25,It's Happy Bunny
1816,Kinky in Helsinki,,,11,59,65,OPI Nail Lacquer
1817,Cream Eye Shadow,,,118,44,48,Skin Vitamins
1818,Mediterranean Moonlight,,,11,59,65,OPI Nail Lacquer
1819,Purple-opolis,,,11,59,65,OPI Nail Lacquer
1820,Sahara Saphire,,,11,59,65,OPI Nail Lacquer
1821,Venus di Violet,,,11,59,65,OPI Nail Lacquer
1822,Eyeshadow,30987.0,Golden Green - 231,71,44,48,Kandesn
1823,Barefoot in Barcelona,,,11,59,65,OPI Nail Lacquer
1824,Can You Tapas This?,,,11,59,65,OPI Nail Lacquer
1825,Give Me Moor!,,,11,59,65,OPI Nail Lacquer
1826,YSL Creme Blush,3180.0,Velvety Peach,67,44,45,YSL
1827,YSL Sheer and Pearly Powder Foundation Moist Skin,3202.0,Fair Beige,67,44,50,YSL
1828,YSL Lengthening Mascara,2489.0,Ever Black,67,44,162,YSL
1829,Hydracolor Lipstick- Clear,,,23,44,53,Almay
1830,YSL  Waterproof Mascara,2496.0,Black Abyss,67,44,162,YSL
1831,Hydracolor Lipstick- Nude,,,23,44,53,Almay
1832,Hydracolor Lipstick- Rosewood,,,23,44,53,Almay
1833,YSl Lengthening Waterproof Mascara,2501.0,Ever Black,67,44,162,YSL
1834,Hydracolor Lipstick- Bronzed,,,23,44,53,Almay
1835,Hydracolor Lipstick- Sienna,,,23,44,53,Almay
1836,Hydracolor Lipstick- Caramel,,,23,44,53,Almay
1837,Shimmer Powder,2506.0,White,118,44,49,Bratz
1838,Pink Flamenco,,,11,59,65,OPI Nail Lacquer
1839,"No Spain, No Gain",,,11,59,65,OPI Nail Lacquer
1840,Suzi Skiis in the Pyrenees,,,11,59,65,OPI Nail Lacquer
1841,Hydracolor Lipstick- Coffee,,,23,44,53,Almay
1842,YSL Age Defying Night Creme,,,67,90,97,YSL
1843,"3 in 1 Bubble Bath, Shampoo, Shower Gel",22439.0,Bubble Gum,118,6,159,"Hello Kitty, Bratz, Strawberry Shortcake, Bakugan,"
1844,YSL Rejuvenating Multi-Protection Creme,,,67,90,102,YSL
1845,YSL Intensive Anti-Wrinkle Creme,,,67,90,92,YSL
1846,Bubble Bath,22443.0,Bubble Gum,118,6,9,"Bratz, Bakugan, Hello Kitty, Strawberry Shortcake"
1847,YSL Intensive Anti-Wrinkle Serum,,,67,90,92,YSL
1848,YSL Eye And Lip Intensive Anti-Wrinkle Care,,,67,90,92,YSL
1849,YSL Intensive Skin Supplement,,,67,90,102,YSL
1850,YSL Intensive Skin Supplement,,,67,90,92,YSL
1851,YSL Intensive Skin Supplement for the eyes,,,67,90,102,YSL
1852,YSL Re-Plumping Concentrate Lip & Contour Shaper,,,67,44,58,YSL
1853,YSL Natural Action Exfoliator Granule-Free,,,67,6,166,YSL
1854,YSL Flash Radiance Skincare Brush,,,67,90,102,YSL
1855,YSL Velvety Body Lotion,,,67,90,102,YSL
1856,YSL Healthy Look Moisturizer,,,67,90,102,YSL
1857,YSL Radiant Touch for Men,,,67,12,13,YSL
1858,YSL Satin Dusting Powder,,,67,90,98,YSL
1859,YSL Luscious Soap with Case,,,67,6,159,YSL
1860,YSL Perfumed Soap,,,67,6,159,YSL
1861,Here Today....Aragon Tomorrow,,,11,59,65,OPI Nail Lacquer
1862,Manicurist of Seville,,,11,59,65,OPI Nail Lacquer
1863,Pamplona Purple,,,11,59,65,OPI Nail Lacquer
1864,Conquisadorable Color,,,11,59,65,OPI Nail Lacquer
1865,Bullish on OPI,,,11,59,65,OPI Nail Lacquer
1866,Shanghai Simmer,,,11,59,65,OPI Nail Lacquer
1867,Louvre Me Louvre Me Not,,,11,59,65,OPI Nail Lacquer
1868,Parlez- vous OPI?,,,11,59,65,OPI Nail Lacquer
1869,You Don't Know Jacques!,,,11,59,65,OPI Nail Lacquer
1870,Tickle My France-y,,,11,59,65,OPI Nail Lacquer
1871,Wicked Wax,,,150,18,26,Giovanni
1872,Hydracolor Lipstick- Cocoa Pearl,,,23,44,53,Almay
1873,Hydracolor Lipstick- Flushed,,,23,44,53,Almay
1874,Hydracolor Lipstick- Pink Pearl,,,23,44,53,Almay
1875,Hydracolor Lipstick- Peony,,,23,44,53,Almay
1876,Hydracolor Lipstick- Cherry,,,23,44,53,Almay
1877,Hydracolor Lipstick- Apricot,,,23,44,53,Almay
1878,Hydracolor Lipstick- Petal Pearl,,,23,44,53,Almay
1879,Hydracolor Lipstick- Blushed,,,23,44,53,Almay
1880,Hydracolor Lipstick- Rose,,,23,44,53,Almay
1881,Volume Express Lift Up Mascara,2509.0,Very Black,67,44,162,Maybelline
1882,Hydracolor Lipstick- Raspberry Pearl,,,23,44,53,Almay
1883,Lash Stiletto Waterproof Ultimate Length Mascara,2512.0,Very Black,67,44,162,Maybelline
1884,Color Sensational Lip Gloss,2514.0,Born With It,67,44,52,Maybelline
1885,Superstay Concealer 24hr,2526.0,Ivory,67,44,50,Maybelline
1886,Mineral Power Illuminator,2531.0,Nude,67,44,49,Maybelline
1887,Pulse Perfection Waterproof Mascara By Define-A-Lash,2534.0,Very Black,67,44,162,Maybelline
1888,GEL ENERGISANT POUR LA DOUCHE,,,148,74,77,JEAN-PAUL GAULTIER - MA DAME
1889,Line Stiletto Ultimate Precision Liquid EyeLiner,2535.0,Blackest Black,67,44,46,Maybelline
1890,Pulse Perfection Mascara Washable by Define-A-Lash,2538.0,Blackest Black,67,44,162,Maybelline
1891,Great Lash Big Mascara,2540.0,Blackest Black,67,44,162,Maybelline
1892,Mousse Concealer Corrector,2543.0,Beige,67,44,57,Maybelline
1893,Professional Paint & Body Shop Hand Cleaner,,,181,74,170,GOJO�
1894,The Colossal Volume Express Mascara,2548.0,Glam Black,67,44,162,Maybelline
1895,Volume XL Seduction Extreme Lipgloss,2551.0,Extremely Sheer,67,44,52,Maybelline
1896,Dream Liquid Mousse Foundation,2552.0,Honey Beige,67,44,50,Maybelline
1897,Line Express Eyeliner,2997.0,Ebony Black,67,44,46,Maybelline
1898,Volume XL Seduction Lipstick,2596.0,Born With It,67,44,53,Maybelline
1899,Lash Stiletto Mascara,2597.0,Very Black,67,44,162,Maybelline
1900,Balsam Lasting Color Color Locking Cr�me,,,159,32,35,Clairol
1901,The Colossal Volume Express Washable Mascara,2600.0,Glam Black,67,44,162,Maybelline
1902,Define-A-Brow Gel,2604.0,Clear,67,44,46,Maybelline
1903,Bastille My Heart,,,11,59,65,OPI Nail Lacquer
1904,I'm Fondue of You,,,11,59,65,OPI Nail Lacquer
1905,Define-A-Brow Eyebrow Pencil,2605.0,Soft Black,67,44,46,Maybelline
1906,A Oui Bit of Red,,,11,59,65,OPI Nail Lacquer
1907,We'll Always Have Paris,,,11,59,65,OPI Nail Lacquer
1908,Volume XL Seduction Lip Plumper,2611.0,Clearly Plump,67,44,53,Maybelline
1909,Baguette Me Not,,,11,59,65,OPI Nail Lacquer
1910,Mineral Power Bronzing Shimmer Loose Powder,2621.0,Sunlight Bronze,67,44,49,Maybelline
1911,Mineral Power Finishing Veil Powder,2624.0,Light,67,44,49,Maybelline
1912,Mineral Power Natural Perfecting Concealer,2629.0,Fair,67,44,50,Maybelline
1913,Mineral Power Powder Foundation,2635.0,Tan,67,44,50,Maybelline
1914,Mineral Power Natural Perfecting Foundation,2644.0,Light Ivory,67,44,50,Maybelline
1915,Mineral Power Naturally Luminous Blush,2661.0,Gentle Pink,67,44,45,Maybelline
1916,UN GEL DOUCHE HYDRATANT,,,148,74,77,ISSEY MIYAKE - A SCENT BY ISSEY MIYAKE
1917,Crepes Suzi-ette,,,11,59,65,OPI Nail Lacquer
1918,Define-A-Lash Volume Mascara,2666.0,Very Black,67,44,162,Maybelline
1919,Aphrodite's Pink Nightie,,,11,59,65,OPI Nail Lacquer
1920,Dream Matte Powder,2667.0,Beige,67,44,49,Maybelline
1921,Purple-opolis,,,11,59,65,OPI Nail Lacquer
1922,Sensuous,,,11,59,65,OPI Nail Lacquer
1923,Superstay Gloss,2671.0,Rhinestone Pink,67,44,52,Maybelline
1924,Define-A-Line Eyeliner,2686.0,Ebony Black,67,44,46,Maybelline
1925,Amazing Grace Shimmering Face Powder,,,841,44,49,Philosophy
1926,Volume Express Waterproof Mascara,2694.0,Brownish Black,67,44,162,Maybelline
1927,Line Stylist Lipliner,2696.0,Pink,67,44,53,Maybelline
1928,Define-A-Lash Length Mascara,2703.0,Very Black,67,44,162,Maybelline
1929,XXL Waterproof Mascara,2706.0,Brownish Black,67,44,162,Maybelline
1930,Intense XXL Waterproof Mascara,2710.0,Very Black,67,44,162,Maybelline
1931,Hydracolor Lipstick- Soft Orchid,,,23,44,53,Almay
1932,Lash Discover Waterproof Mascara,2712.0,Very Black,67,44,162,Maybelline
1933,Hydracolor Lipstick- Berry,,,23,44,53,Almay
1934,Hydracolor Lipstick- Garnet,,,23,44,53,Almay
1935,Hydracolor Lipstick- Dusk,,,23,44,53,Almay
1936,Lash Discover Washable Mascara,2713.0,Brownish Black,67,44,162,Maybelline
1937,Hydracolor Lipstick- Mauve,,,23,44,53,Almay
1938,Hydracolor Lipstick- Raisin,,,23,44,53,Almay
1939,Volume Express Turbo Boost Washable Mascara,2715.0,Very Black,67,44,162,Maybelline
1940,Balsam Lasting Color Color Locking Cr�me,,,159,32,35,Clairol
1941,Hydracolor Lipstick- Plum Pearl,,,23,44,53,Almay
1942,Volume Express Turbo Boost Waterproof Mascara,2716.0,Very Black,67,44,162,Maybelline
1943,Hydracolor Lipstick- Ruby,,,23,44,53,Almay
1944,Hydracolor Lipstick- Merlot,,,23,44,53,Almay
1945,Dream Mousse Bronzer,2717.0,Glistening Sun,67,44,45,Maybelline
1946,Hydracolor Lipstick- Poppy,,,23,44,53,Almay
1947,Pure Makeup,2719.0,Porcelain Ivory,67,44,50,Maybelline
